Customer ID,Age,Gender,Location,Purchase Amount (USD),Previous Purchases,Item Purchased,Category,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Payment Method,Frequency of Purchases,Discount Applied,Promo Code Used,Loyalty_Score_Final,Loyalty_Tier_Corrected,Buyer_Type
3139,47,Female,Kentucky,95,40,Blouse,Clothing,L,Gray,Fall,4.6,No,Next Day Air,Cash,Every 3 Months,No,No,61.37755102040816,High Loyalty,Genuinely Loyal (No Discounts Needed)
3140,35,Female,Georgia,85,4,Sunglasses,Accessories,M,Olive,Winter,4.4,No,Next Day Air,Venmo,Weekly,No,No,44.33673469387755,Medium Loyalty,Mixed Behavior
3141,34,Female,Alaska,44,37,Gloves,Accessories,XL,Peach,Summer,4.6,No,Free Shipping,Bank Transfer,Weekly,No,No,44.04081632653061,Medium Loyalty,Mixed Behavior
3142,36,Female,Mississippi,30,47,Sunglasses,Accessories,S,Peach,Winter,4.9,No,Express,Credit Card,Bi-Weekly,No,No,33.16326530612245,Low Loyalty,"At Risk (Low Value, No Discounts)"
3143,23,Female,Kansas,21,1,Sneakers,Footwear,L,Magenta,Winter,4.0,No,2-Day Shipping,Venmo,Quarterly,No,No,0.5000000000000004,Low Loyalty,"At Risk (Low Value, No Discounts)"
3144,68,Female,Arizona,22,26,Hoodie,Clothing,M,Purple,Summer,2.9,No,Store Pickup,Cash,Quarterly,No,No,16.30612244897959,Low Loyalty,"At Risk (Low Value, No Discounts)"
3145,23,Female,Maine,70,12,Boots,Footwear,L,Beige,Spring,2.6,No,Free Shipping,Debit Card,Quarterly,No,No,31.734693877551024,Low Loyalty,"At Risk (Low Value, No Discounts)"
3146,57,Female,Texas,29,16,Handbag,Accessories,XL,Purple,Spring,4.6,No,Standard,PayPal,Fortnightly,No,No,21.683673469387756,Low Loyalty,"At Risk (Low Value, No Discounts)"
3147,21,Female,Virginia,83,19,Shirt,Clothing,S,Yellow,Winter,4.9,No,Free Shipping,PayPal,Annually,No,No,45.520408163265316,Medium Loyalty,Mixed Behavior
3148,45,Female,North Dakota,99,21,Sweater,Clothing,M,Pink,Winter,4.3,No,Express,Credit Card,Weekly,No,No,61.744897959183675,High Loyalty,Genuinely Loyal (No Discounts Needed)
3149,37,Female,West Virginia,35,15,Shorts,Clothing,L,Purple,Fall,4.3,No,Free Shipping,Venmo,Weekly,No,No,26.07142857142857,Low Loyalty,"At Risk (Low Value, No Discounts)"
3150,18,Female,North Carolina,40,9,Belt,Accessories,M,Lavender,Winter,4.6,No,Free Shipping,Venmo,Annually,No,No,17.89795918367347,Low Loyalty,"At Risk (Low Value, No Discounts)"
3151,55,Female,Georgia,25,7,Blouse,Clothing,M,Peach,Spring,2.6,No,Express,Bank Transfer,Bi-Weekly,No,No,6.173469387755102,Low Loyalty,"At Risk (Low Value, No Discounts)"
3152,52,Female,New Mexico,64,47,T-shirt,Clothing,L,Orange,Fall,3.1,No,2-Day Shipping,Bank Transfer,Quarterly,No,No,50.163265306122454,Medium Loyalty,Mixed Behavior
3153,49,Female,North Carolina,90,17,Belt,Accessories,M,Red,Fall,3.1,No,Store Pickup,PayPal,Monthly,No,No,50.795918367346935,Medium Loyalty,Mixed Behavior
3154,56,Female,Alabama,88,46,Socks,Clothing,L,Red,Fall,3.1,No,Next Day Air,Venmo,Fortnightly,No,No,69.55102040816328,High Loyalty,Genuinely Loyal (No Discounts Needed)
3155,27,Female,Connecticut,55,32,Belt,Accessories,M,Gold,Winter,4.4,No,Standard,Cash,Quarterly,No,No,36.47959183673469,Medium Loyalty,Mixed Behavior
3156,22,Female,Montana,90,34,Handbag,Accessories,M,Brown,Fall,4.3,No,Free Shipping,Cash,Annually,No,No,58.20408163265307,High Loyalty,Genuinely Loyal (No Discounts Needed)
3157,18,Female,Montana,50,18,Shirt,Clothing,M,Black,Winter,3.1,No,2-Day Shipping,Cash,Monthly,No,No,31.408163265306122,Low Loyalty,"At Risk (Low Value, No Discounts)"
3158,21,Female,Maine,34,5,Belt,Accessories,L,Red,Fall,3.1,No,Store Pickup,Debit Card,Fortnightly,No,No,17.44897959183674,Low Loyalty,"At Risk (Low Value, No Discounts)"
3159,30,Female,Mississippi,77,44,Jewelry,Accessories,M,Gray,Winter,4.9,No,2-Day Shipping,Credit Card,Monthly,No,No,60.8265306122449,High Loyalty,Genuinely Loyal (No Discounts Needed)
3160,62,Female,Louisiana,89,4,Hat,Accessories,L,Pink,Winter,2.9,No,Store Pickup,Bank Transfer,Quarterly,No,No,36.33673469387755,Medium Loyalty,Mixed Behavior
3161,28,Female,Nebraska,87,37,Backpack,Accessories,XL,Turquoise,Fall,3.8,No,Next Day Air,Cash,Fortnightly,No,No,63.54081632653062,High Loyalty,Genuinely Loyal (No Discounts Needed)
3162,66,Female,Massachusetts,77,43,Dress,Clothing,S,Charcoal,Winter,4.2,No,2-Day Shipping,Cash,Monthly,No,No,60.21428571428571,High Loyalty,Genuinely Loyal (No Discounts Needed)
3163,66,Female,Wisconsin,85,28,Shoes,Footwear,L,Blue,Winter,3.9,No,Standard,Bank Transfer,Quarterly,No,No,49.03061224489796,Medium Loyalty,Mixed Behavior
3164,49,Female,Nebraska,66,36,Pants,Clothing,XL,Turquoise,Summer,2.8,No,Express,Cash,Monthly,No,No,50.42857142857142,Medium Loyalty,Mixed Behavior
3165,40,Female,Arizona,32,16,Dress,Clothing,L,Silver,Winter,2.6,No,Standard,Credit Card,Annually,No,No,18.183673469387752,Low Loyalty,"At Risk (Low Value, No Discounts)"
3166,49,Female,Hawaii,92,38,Jacket,Outerwear,M,Lavender,Spring,3.0,No,Store Pickup,Bank Transfer,Every 3 Months,No,No,58.6530612244898,High Loyalty,Genuinely Loyal (No Discounts Needed)
3167,19,Female,Georgia,80,37,Shirt,Clothing,M,Gold,Winter,2.7,No,Next Day Air,Bank Transfer,Fortnightly,No,No,60.040816326530624,High Loyalty,Genuinely Loyal (No Discounts Needed)
3168,24,Female,Oregon,78,9,Dress,Clothing,M,Blue,Fall,2.8,No,2-Day Shipping,Cash,Bi-Weekly,No,No,33.89795918367347,Medium Loyalty,Mixed Behavior
3169,31,Female,Montana,24,14,Jeans,Clothing,M,Orange,Spring,2.9,No,2-Day Shipping,PayPal,Fortnightly,No,No,17.95918367346939,Low Loyalty,"At Risk (Low Value, No Discounts)"
3170,35,Female,Georgia,59,3,T-shirt,Clothing,M,White,Fall,3.8,No,Free Shipping,Venmo,Weekly,No,No,30.724489795918373,Low Loyalty,"At Risk (Low Value, No Discounts)"
3171,65,Female,Rhode Island,41,10,Sunglasses,Accessories,XL,Charcoal,Spring,4.4,No,Express,Credit Card,Fortnightly,No,No,24.010204081632658,Low Loyalty,"At Risk (Low Value, No Discounts)"
3172,68,Female,Tennessee,26,26,Jewelry,Accessories,M,Maroon,Spring,3.1,No,Express,Bank Transfer,Bi-Weekly,No,No,18.30612244897959,Low Loyalty,"At Risk (Low Value, No Discounts)"
3173,57,Female,Missouri,52,30,Socks,Clothing,M,Olive,Fall,3.7,No,Standard,Debit Card,Bi-Weekly,No,No,33.755102040816325,Low Loyalty,"At Risk (Low Value, No Discounts)"
3174,69,Female,Washington,46,32,Skirt,Clothing,L,Teal,Summer,4.9,No,Next Day Air,PayPal,Fortnightly,No,No,39.9795918367347,Medium Loyalty,Mixed Behavior
3175,45,Female,Oklahoma,52,35,Pants,Clothing,L,Orange,Winter,3.8,No,Store Pickup,PayPal,Monthly,No,No,42.816326530612244,Medium Loyalty,Mixed Behavior
3176,35,Female,Connecticut,42,26,Socks,Clothing,M,Maroon,Fall,3.4,No,Store Pickup,Debit Card,Every 3 Months,No,No,26.30612244897959,Low Loyalty,"At Risk (Low Value, No Discounts)"
3177,36,Female,Arkansas,37,39,Sandals,Footwear,XL,Turquoise,Spring,4.6,No,2-Day Shipping,Credit Card,Monthly,No,No,37.765306122448976,Medium Loyalty,Mixed Behavior
3178,55,Female,Missouri,52,31,Belt,Accessories,L,Beige,Fall,3.2,No,Standard,Credit Card,Monthly,No,No,40.36734693877551,Medium Loyalty,Mixed Behavior
3179,66,Female,Washington,34,28,Sandals,Footwear,L,Beige,Spring,2.7,No,Free Shipping,Credit Card,Annually,No,No,26.530612244897956,Low Loyalty,"At Risk (Low Value, No Discounts)"
3180,57,Female,Idaho,88,12,Shorts,Clothing,M,Olive,Spring,4.3,No,Free Shipping,Debit Card,Bi-Weekly,No,No,40.73469387755103,Medium Loyalty,Mixed Behavior
3181,18,Female,Montana,88,46,Handbag,Accessories,L,Turquoise,Fall,3.8,No,Standard,PayPal,Weekly,No,No,71.55102040816327,High Loyalty,Genuinely Loyal (No Discounts Needed)
3182,31,Female,Montana,51,27,Jacket,Outerwear,M,Charcoal,Summer,4.4,No,Free Shipping,PayPal,Every 3 Months,No,No,31.418367346938776,Low Loyalty,"At Risk (Low Value, No Discounts)"
3183,50,Female,Georgia,97,4,Sunglasses,Accessories,L,Green,Fall,3.6,No,Free Shipping,Credit Card,Annually,No,No,43.33673469387755,Medium Loyalty,Mixed Behavior
3184,50,Female,Mississippi,56,14,Sneakers,Footwear,M,Green,Winter,3.5,No,Standard,Cash,Every 3 Months,No,No,25.95918367346939,Low Loyalty,"At Risk (Low Value, No Discounts)"
3185,61,Female,Hawaii,53,30,Sweater,Clothing,L,Green,Spring,4.2,No,2-Day Shipping,Venmo,Quarterly,No,No,34.255102040816325,Medium Loyalty,Mixed Behavior
3186,52,Female,Ohio,71,6,Skirt,Clothing,L,Gold,Fall,4.7,No,Express,PayPal,Annually,No,No,31.561224489795926,Low Loyalty,"At Risk (Low Value, No Discounts)"
3187,38,Female,Virginia,93,43,Jewelry,Accessories,S,Cyan,Winter,4.8,No,Store Pickup,Venmo,Annually,No,No,65.21428571428571,High Loyalty,Genuinely Loyal (No Discounts Needed)
3188,67,Female,Texas,72,28,Blouse,Clothing,L,Indigo,Winter,3.2,No,Free Shipping,Debit Card,Weekly,No,No,52.53061224489796,Medium Loyalty,Mixed Behavior
3189,42,Female,Vermont,59,39,Blouse,Clothing,M,Lavender,Winter,3.5,No,Standard,Bank Transfer,Monthly,No,No,48.765306122448976,Medium Loyalty,Mixed Behavior
3190,25,Female,Kansas,87,30,Boots,Footwear,M,Beige,Summer,4.2,No,Store Pickup,PayPal,Bi-Weekly,No,No,51.25510204081634,Medium Loyalty,Mixed Behavior
3191,41,Female,California,78,5,Jeans,Clothing,S,Purple,Fall,3.4,No,Free Shipping,Credit Card,Fortnightly,No,No,39.44897959183674,Medium Loyalty,Mixed Behavior
3192,62,Female,Mississippi,68,42,Hoodie,Clothing,XL,Maroon,Winter,4.7,No,Store Pickup,Credit Card,Every 3 Months,No,No,49.10204081632653,Medium Loyalty,Mixed Behavior
3193,19,Female,Iowa,76,20,Sweater,Clothing,S,Maroon,Fall,3.0,No,Free Shipping,Cash,Fortnightly,No,No,47.63265306122449,Medium Loyalty,Mixed Behavior
3194,63,Female,Virginia,99,35,Gloves,Accessories,L,Teal,Winter,4.0,No,Express,Credit Card,Fortnightly,No,No,68.31632653061223,High Loyalty,Genuinely Loyal (No Discounts Needed)
3195,43,Female,Maryland,52,10,Sneakers,Footwear,L,Gold,Summer,4.6,No,Standard,Credit Card,Bi-Weekly,No,No,21.510204081632654,Low Loyalty,"At Risk (Low Value, No Discounts)"
3196,68,Female,Missouri,58,36,Sunglasses,Accessories,S,Red,Spring,4.9,No,Next Day Air,Credit Card,Quarterly,No,No,40.42857142857143,Medium Loyalty,Mixed Behavior
3197,24,Female,Wisconsin,59,21,Belt,Accessories,L,Maroon,Winter,2.8,No,Express,Debit Card,Fortnightly,No,No,39.744897959183675,Medium Loyalty,Mixed Behavior
3198,27,Female,Maine,71,29,Sweater,Clothing,M,Teal,Spring,3.2,No,Free Shipping,Credit Card,Every 3 Months,No,No,42.642857142857146,Medium Loyalty,Mixed Behavior
3199,61,Female,Pennsylvania,94,39,Gloves,Accessories,L,Peach,Winter,2.8,No,Free Shipping,Debit Card,Weekly,No,No,70.26530612244898,High Loyalty,Genuinely Loyal (No Discounts Needed)
3200,59,Female,Maine,40,16,Handbag,Accessories,XL,Pink,Winter,4.2,No,Express,PayPal,Monthly,No,No,25.183673469387752,Low Loyalty,"At Risk (Low Value, No Discounts)"
3201,67,Female,Missouri,24,32,Socks,Clothing,L,Black,Spring,4.8,No,Free Shipping,Credit Card,Monthly,No,No,26.979591836734695,Low Loyalty,"At Risk (Low Value, No Discounts)"
3202,46,Female,Vermont,38,34,Pants,Clothing,S,Indigo,Fall,2.8,No,2-Day Shipping,Cash,Monthly,No,No,35.204081632653065,Medium Loyalty,Mixed Behavior
3203,65,Female,Wisconsin,37,38,Scarf,Accessories,L,Green,Fall,4.5,No,Standard,Venmo,Annually,No,No,34.153061224489804,Medium Loyalty,Mixed Behavior
3204,63,Female,New Jersey,29,14,Coat,Outerwear,L,Teal,Spring,4.1,No,Express,Venmo,Annually,No,No,15.459183673469386,Low Loyalty,"At Risk (Low Value, No Discounts)"
3205,57,Female,New Mexico,92,23,Jacket,Outerwear,XL,Lavender,Fall,4.3,No,Free Shipping,Debit Card,Bi-Weekly,No,No,49.46938775510205,Medium Loyalty,Mixed Behavior
3206,40,Female,Colorado,24,50,Hoodie,Clothing,XL,Magenta,Fall,4.4,No,2-Day Shipping,Bank Transfer,Every 3 Months,No,No,32.0,Low Loyalty,"At Risk (Low Value, No Discounts)"
3207,36,Female,California,52,49,Boots,Footwear,M,Brown,Winter,3.0,No,Free Shipping,PayPal,Monthly,No,No,51.38775510204081,Medium Loyalty,Mixed Behavior
3208,67,Female,Arizona,29,14,Socks,Clothing,XL,Beige,Summer,2.7,No,Next Day Air,PayPal,Annually,No,No,15.459183673469386,Low Loyalty,"At Risk (Low Value, No Discounts)"
3209,61,Female,Indiana,30,42,Jewelry,Accessories,L,Indigo,Winter,3.3,No,2-Day Shipping,PayPal,Weekly,No,No,40.10204081632652,Medium Loyalty,Mixed Behavior
3210,64,Female,Arkansas,31,39,Shoes,Footwear,L,Peach,Fall,4.3,No,Standard,Debit Card,Annually,No,No,31.765306122448976,Low Loyalty,"At Risk (Low Value, No Discounts)"
3211,30,Female,Nevada,67,43,Socks,Clothing,M,Magenta,Summer,2.9,No,Express,Venmo,Bi-Weekly,No,No,49.21428571428571,Medium Loyalty,Mixed Behavior
3212,53,Female,Rhode Island,65,12,Pants,Clothing,L,Turquoise,Winter,4.9,No,Standard,Cash,Monthly,No,No,35.234693877551024,Medium Loyalty,Mixed Behavior
3213,27,Female,Wyoming,22,21,Sneakers,Footwear,M,Indigo,Winter,3.6,No,2-Day Shipping,Debit Card,Weekly,No,No,23.24489795918367,Low Loyalty,"At Risk (Low Value, No Discounts)"
3214,27,Female,Texas,56,33,Sunglasses,Accessories,M,Brown,Winter,3.3,No,Standard,Credit Card,Monthly,No,No,43.591836734693885,Medium Loyalty,Mixed Behavior
3215,53,Female,Washington,78,6,Skirt,Clothing,M,Yellow,Spring,3.1,No,Free Shipping,Debit Card,Annually,No,No,35.06122448979592,Medium Loyalty,Mixed Behavior
3216,34,Female,Rhode Island,90,10,Coat,Outerwear,M,Magenta,Summer,2.7,No,Free Shipping,PayPal,Every 3 Months,No,No,40.51020408163266,Medium Loyalty,Mixed Behavior
3217,39,Female,Illinois,85,18,Hoodie,Clothing,S,Olive,Winter,3.4,No,Next Day Air,Cash,Weekly,No,No,52.908163265306115,Medium Loyalty,Mixed Behavior
3218,44,Female,Oregon,58,46,Sunglasses,Accessories,M,Silver,Fall,3.4,No,Express,Venmo,Weekly,No,No,56.55102040816327,High Loyalty,Genuinely Loyal (No Discounts Needed)
3219,37,Female,Florida,34,49,Skirt,Clothing,M,Teal,Fall,3.9,No,Express,PayPal,Monthly,No,No,42.38775510204081,Medium Loyalty,Mixed Behavior
3220,57,Female,Kansas,40,39,Coat,Outerwear,L,White,Summer,3.5,No,2-Day Shipping,Credit Card,Weekly,No,No,43.265306122448976,Medium Loyalty,Mixed Behavior
3221,38,Female,North Dakota,29,16,Handbag,Accessories,M,Blue,Fall,4.1,No,Free Shipping,Cash,Monthly,No,No,19.683673469387756,Low Loyalty,"At Risk (Low Value, No Discounts)"
3222,21,Female,New Hampshire,76,28,T-shirt,Clothing,M,Yellow,Winter,3.2,No,Standard,Cash,Annually,No,No,47.530612244897966,Medium Loyalty,Mixed Behavior
3223,45,Female,Texas,84,22,Sunglasses,Accessories,S,Maroon,Fall,4.6,No,Store Pickup,PayPal,Quarterly,No,No,44.85714285714286,Medium Loyalty,Mixed Behavior
3224,68,Female,Montana,65,36,Shirt,Clothing,S,Gray,Spring,3.9,No,Standard,Venmo,Bi-Weekly,No,No,43.92857142857143,Medium Loyalty,Mixed Behavior
3225,37,Female,Delaware,80,18,Hoodie,Clothing,L,Indigo,Winter,2.7,No,Free Shipping,PayPal,Monthly,No,No,46.40816326530612,Medium Loyalty,Mixed Behavior
3226,53,Female,New Hampshire,98,31,Blouse,Clothing,M,Pink,Fall,3.0,No,Store Pickup,Credit Card,Weekly,No,No,67.36734693877551,High Loyalty,Genuinely Loyal (No Discounts Needed)
3227,57,Female,Minnesota,71,38,Sneakers,Footwear,XL,Beige,Spring,3.3,No,Next Day Air,Bank Transfer,Fortnightly,No,No,56.1530612244898,High Loyalty,Genuinely Loyal (No Discounts Needed)
3228,28,Female,Alaska,69,42,Scarf,Accessories,XL,White,Fall,2.7,No,Free Shipping,Debit Card,Quarterly,No,No,49.60204081632653,Medium Loyalty,Mixed Behavior
3229,37,Female,Connecticut,95,27,Jewelry,Accessories,M,Yellow,Spring,4.6,No,2-Day Shipping,PayPal,Annually,No,No,56.418367346938766,High Loyalty,Genuinely Loyal (No Discounts Needed)
3230,54,Female,Connecticut,67,24,Pants,Clothing,M,Teal,Fall,2.7,No,Express,Cash,Monthly,No,No,43.58163265306123,Medium Loyalty,Mixed Behavior
3231,49,Female,Kansas,49,38,Sneakers,Footwear,M,Olive,Summer,2.5,No,Next Day Air,Debit Card,Annually,No,No,40.1530612244898,Medium Loyalty,Mixed Behavior
3232,62,Female,Nevada,97,9,Shoes,Footwear,M,Maroon,Winter,4.4,No,Free Shipping,Credit Card,Annually,No,No,46.39795918367348,Medium Loyalty,Mixed Behavior
3233,45,Female,Massachusetts,34,19,T-shirt,Clothing,M,White,Spring,4.0,No,Next Day Air,Bank Transfer,Monthly,No,No,24.020408163265305,Low Loyalty,"At Risk (Low Value, No Discounts)"
3234,45,Female,Indiana,74,11,Belt,Accessories,M,Lavender,Fall,3.8,No,Express,Debit Card,Bi-Weekly,No,No,33.12244897959184,Low Loyalty,"At Risk (Low Value, No Discounts)"
3235,49,Female,Washington,96,16,Jewelry,Accessories,M,Black,Winter,2.5,No,2-Day Shipping,Debit Card,Quarterly,No,No,47.18367346938776,Medium Loyalty,Mixed Behavior
3236,27,Female,Kansas,68,18,Belt,Accessories,M,Green,Summer,4.0,No,Free Shipping,Venmo,Monthly,No,No,40.40816326530612,Medium Loyalty,Mixed Behavior
3237,63,Female,South Carolina,84,8,Belt,Accessories,L,Olive,Fall,4.1,No,Next Day Air,Cash,Monthly,No,No,42.28571428571429,Medium Loyalty,Mixed Behavior
3238,61,Female,Vermont,57,4,T-shirt,Clothing,M,Gray,Summer,2.8,No,Express,Cash,Weekly,No,No,30.336734693877553,Low Loyalty,"At Risk (Low Value, No Discounts)"
3239,25,Female,Wyoming,84,37,Sneakers,Footwear,XL,Teal,Fall,3.4,No,2-Day Shipping,Cash,Quarterly,No,No,54.04081632653062,High Loyalty,Genuinely Loyal (No Discounts Needed)
3240,33,Female,Colorado,32,30,Sunglasses,Accessories,M,Charcoal,Fall,2.7,No,2-Day Shipping,Cash,Monthly,No,No,29.755102040816322,Low Loyalty,"At Risk (Low Value, No Discounts)"
3241,56,Female,West Virginia,37,37,Sandals,Footwear,M,Violet,Fall,3.8,No,2-Day Shipping,Bank Transfer,Monthly,No,No,36.54081632653061,Medium Loyalty,Mixed Behavior
3242,50,Female,Connecticut,58,30,Handbag,Accessories,M,Lavender,Summer,4.4,No,Store Pickup,PayPal,Quarterly,No,No,36.755102040816325,Medium Loyalty,Mixed Behavior
3243,45,Female,Oregon,74,17,Socks,Clothing,S,Beige,Fall,2.8,No,Express,Venmo,Weekly,No,No,46.79591836734694,Medium Loyalty,Mixed Behavior
3244,45,Female,Idaho,99,11,Hoodie,Clothing,L,Black,Summer,5.0,No,Store Pickup,Bank Transfer,Every 3 Months,No,No,45.62244897959184,Medium Loyalty,Mixed Behavior
3245,65,Female,Arkansas,81,42,Sweater,Clothing,M,Black,Fall,4.7,No,Express,Credit Card,Annually,No,No,58.60204081632653,High Loyalty,Genuinely Loyal (No Discounts Needed)
3246,63,Female,Kansas,76,20,Pants,Clothing,M,Purple,Fall,3.2,No,Next Day Air,Cash,Weekly,No,No,49.63265306122449,Medium Loyalty,Mixed Behavior
3247,70,Female,Michigan,98,37,Sneakers,Footwear,M,Magenta,Summer,2.9,No,Store Pickup,Cash,Monthly,No,No,67.04081632653063,High Loyalty,Genuinely Loyal (No Discounts Needed)
3248,53,Female,Arkansas,91,12,Gloves,Accessories,M,Teal,Summer,3.7,No,Express,PayPal,Fortnightly,No,No,50.23469387755102,Medium Loyalty,Mixed Behavior
3249,22,Female,Pennsylvania,79,41,T-shirt,Clothing,S,Teal,Summer,4.2,No,Free Shipping,Bank Transfer,Quarterly,No,No,53.98979591836734,High Loyalty,Genuinely Loyal (No Discounts Needed)
3250,26,Female,Virginia,83,32,Backpack,Accessories,M,Pink,Summer,3.4,No,Express,Credit Card,Quarterly,No,No,50.47959183673469,Medium Loyalty,Mixed Behavior
3251,23,Female,Minnesota,90,15,Coat,Outerwear,M,Teal,Spring,2.9,No,2-Day Shipping,Venmo,Weekly,No,No,53.57142857142857,High Loyalty,Genuinely Loyal (No Discounts Needed)
3252,25,Female,Nevada,20,39,Coat,Outerwear,M,Gold,Winter,3.7,No,Standard,Venmo,Quarterly,No,No,23.265306122448976,Low Loyalty,"At Risk (Low Value, No Discounts)"
3253,69,Female,Montana,21,48,Sandals,Footwear,L,Brown,Spring,2.7,No,Store Pickup,Credit Card,Fortnightly,No,No,37.27551020408163,Medium Loyalty,Mixed Behavior
3254,36,Female,Nebraska,60,8,Backpack,Accessories,M,Brown,Fall,3.2,No,2-Day Shipping,Venmo,Fortnightly,No,No,32.285714285714285,Low Loyalty,"At Risk (Low Value, No Discounts)"
3255,21,Female,Indiana,31,11,Sweater,Clothing,S,Magenta,Winter,4.9,No,Store Pickup,Bank Transfer,Every 3 Months,No,No,11.622448979591837,Low Loyalty,"At Risk (Low Value, No Discounts)"
3256,57,Female,New Jersey,40,36,Shorts,Clothing,M,Black,Fall,2.8,No,Next Day Air,Bank Transfer,Monthly,No,No,37.42857142857143,Medium Loyalty,Mixed Behavior
3257,60,Female,Wisconsin,26,50,Sunglasses,Accessories,L,Teal,Winter,4.7,No,Free Shipping,Venmo,Every 3 Months,No,No,33.0,Low Loyalty,"At Risk (Low Value, No Discounts)"
3258,44,Female,Minnesota,98,39,Shirt,Clothing,M,Brown,Fall,3.3,No,Express,Venmo,Every 3 Months,No,No,62.26530612244898,High Loyalty,Genuinely Loyal (No Discounts Needed)
3259,31,Female,New Jersey,51,11,Shoes,Footwear,M,Magenta,Spring,4.3,No,Express,Credit Card,Bi-Weekly,No,No,21.622448979591837,Low Loyalty,"At Risk (Low Value, No Discounts)"
3260,57,Female,Oklahoma,95,5,Hat,Accessories,XL,Indigo,Fall,3.7,No,2-Day Shipping,Debit Card,Every 3 Months,No,No,39.94897959183674,Medium Loyalty,Mixed Behavior
3261,39,Female,Wisconsin,36,7,Scarf,Accessories,M,Violet,Summer,4.5,No,2-Day Shipping,Credit Card,Annually,No,No,14.673469387755103,Low Loyalty,"At Risk (Low Value, No Discounts)"
3262,48,Female,Rhode Island,52,50,Belt,Accessories,L,Cyan,Winter,3.4,No,Store Pickup,Debit Card,Weekly,No,No,56.00000000000001,High Loyalty,Genuinely Loyal (No Discounts Needed)
3263,42,Female,Indiana,35,21,T-shirt,Clothing,M,Violet,Spring,2.7,No,Standard,Cash,Every 3 Months,No,No,19.74489795918367,Low Loyalty,"At Risk (Low Value, No Discounts)"
3264,56,Female,Vermont,68,31,Shorts,Clothing,S,Black,Fall,4.4,No,Express,Debit Card,Fortnightly,No,No,50.36734693877551,Medium Loyalty,Mixed Behavior
3265,28,Female,Maine,50,39,Pants,Clothing,S,Charcoal,Winter,4.0,No,Express,Cash,Bi-Weekly,No,No,38.265306122448976,Medium Loyalty,Mixed Behavior
3266,40,Female,Alabama,100,28,Sunglasses,Accessories,M,White,Winter,3.2,No,Express,Credit Card,Fortnightly,No,No,64.53061224489795,High Loyalty,Genuinely Loyal (No Discounts Needed)
3267,49,Female,Alabama,74,33,Coat,Outerwear,S,Gray,Winter,4.2,No,Next Day Air,Bank Transfer,Weekly,No,No,56.59183673469388,High Loyalty,Genuinely Loyal (No Discounts Needed)
3268,37,Female,Idaho,45,42,Hoodie,Clothing,L,Pink,Winter,3.0,No,Store Pickup,Credit Card,Quarterly,No,No,37.60204081632653,Medium Loyalty,Mixed Behavior
3269,22,Female,Arkansas,97,5,Dress,Clothing,M,Cyan,Fall,2.8,No,Free Shipping,Bank Transfer,Every 3 Months,No,No,40.948979591836746,Medium Loyalty,Mixed Behavior
3270,27,Female,Ohio,60,25,Blouse,Clothing,M,Blue,Winter,4.9,No,Express,Cash,Monthly,No,No,40.69387755102041,Medium Loyalty,Mixed Behavior
3271,59,Female,Illinois,25,48,Socks,Clothing,M,Indigo,Winter,4.7,No,Express,PayPal,Annually,No,No,34.27551020408163,Medium Loyalty,Mixed Behavior
3272,35,Female,Nevada,55,30,Socks,Clothing,XL,Magenta,Spring,4.4,No,Standard,Credit Card,Weekly,No,No,45.25510204081632,Medium Loyalty,Mixed Behavior
3273,58,Female,Texas,99,34,Shoes,Footwear,M,Lavender,Winter,3.1,No,Next Day Air,PayPal,Quarterly,No,No,59.70408163265306,High Loyalty,Genuinely Loyal (No Discounts Needed)
3274,58,Female,Nevada,45,34,Belt,Accessories,S,Orange,Summer,2.6,No,Free Shipping,PayPal,Every 3 Months,No,No,32.70408163265306,Low Loyalty,"At Risk (Low Value, No Discounts)"
3275,46,Female,Oklahoma,20,14,Sweater,Clothing,M,Cyan,Spring,3.9,No,Store Pickup,Cash,Fortnightly,No,No,15.959183673469388,Low Loyalty,"At Risk (Low Value, No Discounts)"
3276,43,Female,Alabama,88,2,Pants,Clothing,XL,Green,Summer,2.6,No,2-Day Shipping,Debit Card,Weekly,No,No,44.612244897959194,Medium Loyalty,Mixed Behavior
3277,39,Female,South Dakota,99,41,Scarf,Accessories,M,White,Summer,4.0,No,Store Pickup,PayPal,Every 3 Months,No,No,63.98979591836734,High Loyalty,Genuinely Loyal (No Discounts Needed)
3278,59,Female,Texas,86,3,Skirt,Clothing,M,Blue,Spring,4.9,No,Store Pickup,Credit Card,Monthly,No,No,40.224489795918366,Medium Loyalty,Mixed Behavior
3279,59,Female,Montana,70,18,Dress,Clothing,M,Black,Summer,3.3,No,2-Day Shipping,Bank Transfer,Weekly,No,No,45.40816326530612,Medium Loyalty,Mixed Behavior
3280,59,Female,Wyoming,50,1,Hat,Accessories,S,Red,Fall,3.0,No,Express,Debit Card,Fortnightly,No,No,23.000000000000004,Low Loyalty,"At Risk (Low Value, No Discounts)"
3281,45,Female,New York,57,5,Handbag,Accessories,L,Red,Winter,2.7,No,Next Day Air,PayPal,Monthly,No,No,26.948979591836736,Low Loyalty,"At Risk (Low Value, No Discounts)"
3282,27,Female,Oregon,69,41,Pants,Clothing,L,Gold,Winter,3.1,No,Free Shipping,Bank Transfer,Annually,No,No,51.98979591836734,Medium Loyalty,Mixed Behavior
